N,P,K,temperature,humidity,ph,rainfall,label
7.65,64.97,20.01,22.62444737,61.62661791,6.95768285,36.61815332,lentil
19.94,67.69,19.82,25.35839306,64.43582053,6.93910409,46.91244434,lentil
33.0,67.63,17.41,21.27292679,65.29919726,6.85025223,42.51173758,lentil
16.36,64.77,17.71,23.0338531,65.99170732,8.03400025,47.58778716,lentil
21.92,71.21,20.54,26.56555647,64.55565143,6.41919645,35.70773395,lentil
30.91,67.89,21.92,29.26699129,68.1829808,5.88744691,42.16450807,lentil
44.0,63.86,20.06,24.56549331,65.20541736,7.27723437,56.92983,lentil
17.97,54.4,21.38,20.07625359,64.97511407,7.11580365,46.3526568,lentil
33.59,65.52,19.73,25.82370031,65.43556359,6.8918426,48.15115872,lentil
27.49,66.83,16.84,30.31467778,59.5073996,7.35877681,45.20909893,lentil
27.54,76.08,22.63,24.2545791,68.72908935,7.61839833,46.65602239,lentil
10.86,65.58,18.34,19.94233031,64.51959177,7.06459613,45.10524801,lentil
18.99,65.79,16.08,25.16469559,68.08708347,6.91523783,44.23839357,lentil
11.93,53.28,21.77,31.13206637,68.04028104,6.7226153,47.74467843,lentil
44.0,68.52,25.12,18.93942207,62.34945371,6.57431715,41.88992908,lentil
10.31,65.76,18.48,27.95377219,61.8539896,7.02419529,45.93102971,lentil
22.76,66.24,19.81,28.03682319,62.05430445,7.41981376,45.20388506,lentil
5.35,71.36,22.39,21.04528084,59.41511032,7.23985924,37.83568235,lentil
27.75,63.08,21.66,25.20920612,62.70458095,6.9256588,39.66548102,lentil
14.85,70.84,17.29,28.31004971,64.84024809,6.85748488,48.53331122,lentil
21.13,75.41,16.97,27.46265488,59.107907,6.4822726,46.51406952,lentil
23.71,67.17,17.07,21.7902794,65.98598951,7.28757275,37.7470472,lentil
35.13,55.57,19.27,24.02742476,66.84997469,6.48138004,47.11006119,lentil
28.23,61.79,18.45,16.87693325,59.83372945,6.5833369,52.30367112,lentil
38.57,53.99,21.69,27.71706545,62.06630912,7.06127074,41.96474821,lentil
34.23,58.63,18.92,24.89048889,63.67736532,7.7827599,36.88190641,lentil
-2.05,77.15,19.29,18.08097354,65.4150133,6.61150643,48.23274045,lentil
1.63,69.62,16.81,24.55210424,67.4153927,8.03400025,40.76902527,lentil
12.85,61.47,16.54,21.25661444,68.21590435,6.49406811,41.84727424,lentil
8.12,52.5,22.54,22.11835118,70.90701818,7.29627177,39.44067065,lentil
17.84,68.25,18.19,19.75291476,64.65754006,6.91064566,47.76290656,lentil
8.68,70.86,14.72,25.93668568,65.47102597,6.49776637,49.7856439,lentil
41.64,71.55,17.85,27.73250196,69.7305238,7.11789278,42.02824606,lentil
14.15,76.6,14.78,25.99338603,59.107907,7.08654467,49.24261904,lentil
40.99,62.5,20.99,24.12050765,64.45500015,6.84674391,46.8580114,lentil
18.7,65.56,19.71,24.49006494,65.59053021,7.15441324,40.36695056,lentil
22.94,61.99,19.38,24.05803467,62.72216819,6.79386498,33.04439522,lentil
14.13,78.44,20.92,25.58006616,67.75601818,7.27929078,45.28302442,lentil
27.54,73.47,18.57,23.85985828,63.53246819,6.5804475,49.70121004,lentil
-4.0,53.53,14.33,16.87693325,59.107907,6.53225644,44.05246067,lentil
10.75,73.93,22.5,25.97801459,61.26798029,6.43031158,52.95029706,lentil
9.19,82.5,16.16,26.02196711,66.21872297,6.06747832,39.35699037,lentil
35.33,62.73,22.53,19.34122928,65.46705092,6.36041223,54.80081714,lentil
7.15,60.61,24.28,24.41964866,64.30735631,7.10001387,36.2407287,lentil
6.54,62.48,14.1,28.75994411,63.07653514,6.1739947,46.45829769,lentil
27.27,77.88,18.26,30.79829026,68.06254623,6.78170546,39.51498661,lentil
13.55,76.49,17.09,26.93633007,65.51753401,7.06016781,42.07755003,lentil
31.48,70.95,15.72,26.46491157,66.35675063,6.47811934,45.32485813,lentil
13.04,80.22,19.89,17.86137652,65.8138351,7.57526948,33.34440317,lentil
30.85,66.94,16.35,22.49012697,64.15498792,7.06911824,44.22294588,lentil
34.53,70.81,19.0,22.3330579,69.89854248,6.61410053,52.14783275,lentil
14.93,72.73,22.29,25.05081721,66.86785524,6.80944714,45.26111887,lentil
24.44,57.21,16.42,30.53495663,61.21596981,6.76025597,40.1849389,lentil
24.58,78.71,20.04,22.32936709,65.90976066,6.65133611,49.07520559,lentil
28.67,78.98,25.15,22.46779348,67.25541883,6.42748175,46.13974885,lentil
16.97,70.76,23.45,24.57086839,63.4827663,6.11579391,43.23727252,lentil
26.07,71.42,15.42,26.75438956,65.11026854,6.12747942,36.41257634,lentil
30.41,71.44,24.29,24.07897882,65.6168273,6.97170388,45.93702289,lentil
9.62,68.54,15.86,28.89809273,69.33137133,7.40224185,42.77330298,lentil
14.12,62.1,23.25,29.93224404,65.25325921,7.53976444,37.90295507,lentil
4.84,62.03,22.62,23.12212173,64.58261808,6.34275522,33.04439522,lentil
35.86,73.84,22.71,21.60458038,64.3222637,7.36821264,42.01106852,lentil
34.08,71.71,19.24,25.06068057,59.107907,7.53819437,56.92983,lentil
27.9,60.86,21.45,27.79970882,70.23816105,7.14682687,50.44144127,lentil
20.98,64.94,17.77,22.38032996,64.89737506,6.06743059,41.79825056,lentil
9.75,69.85,23.78,27.34805086,62.98984529,6.68733753,40.99053072,lentil
39.22,68.69,15.29,25.38492847,68.79805251,6.97075657,48.63362594,lentil
10.68,82.5,19.87,23.34496964,68.63955036,7.62789307,47.21333958,lentil
2.87,73.73,18.07,17.96247414,67.55406178,8.03400025,49.92413272,lentil
-1.36,68.24,16.07,25.95645039,64.94158642,7.05079131,52.91449625,lentil
22.5,61.34,18.98,19.5355229,66.40190572,7.26003904,50.27339216,lentil
10.68,60.96,22.38,25.82050727,68.11571058,8.03400025,34.64661223,lentil
-2.12,76.74,15.92,22.52186816,66.18393293,6.69021582,45.00082125,lentil
20.83,76.14,23.53,20.43335216,65.23165232,7.15823227,50.26858626,lentil
12.09,68.1,21.65,24.17791195,63.24081718,6.25857128,46.10970617,lentil
16.42,61.37,21.86,21.73761942,63.44587977,6.84233525,52.65560541,lentil
29.24,70.82,26.0,22.26238946,64.09189244,7.31791751,45.92494986,lentil
17.25,67.18,20.85,26.49528335,64.04282466,7.09989747,37.72859661,lentil
12.1,71.71,17.35,23.15989981,66.52251668,6.68726481,37.15556863,lentil
15.98,68.42,19.57,21.22489978,60.98306078,6.56719963,46.68889915,lentil
35.99,62.21,17.23,22.19721733,65.10783676,6.39561645,36.85627525,lentil
9.76,68.99,15.04,27.81620572,64.21176395,7.18602738,51.68329607,lentil
21.66,76.55,18.34,25.77078751,61.45852563,6.5617455,52.37891144,lentil
6.49,62.52,16.33,24.84095581,66.37800075,6.87890562,45.33320389,lentil
19.31,72.63,21.03,22.46502676,70.13519456,7.2895996,39.75027951,lentil
25.21,68.65,19.63,22.82178628,64.50064522,6.70365907,56.92983,lentil
22.07,68.94,21.47,29.77316369,65.42384072,6.79811593,48.30616012,lentil
4.01,61.5,23.09,20.41672153,65.06072984,7.02185738,42.18032673,lentil
24.54,67.72,19.12,29.08433319,64.49756143,8.03400025,35.14962542,lentil
30.46,59.7,14.0,27.19133454,64.07460722,6.51662691,53.81834823,lentil
10.21,57.94,18.39,22.96759602,61.14695661,7.20423689,48.66873405,lentil
2.83,82.5,19.24,30.37616677,62.57303181,6.49172727,43.08789642,lentil
8.26,57.15,23.64,26.48411447,64.48783042,6.83348429,50.44853513,lentil
3.41,76.3,24.89,25.48683581,61.09361749,6.20729867,35.14340706,lentil
22.37,56.78,19.39,23.03581365,64.04005561,5.99312328,43.07623746,lentil
28.16,77.02,20.92,24.17278617,64.9896095,6.10395962,52.88735428,lentil
29.9,76.6,22.32,26.31915882,64.15730944,6.29358155,43.27144069,lentil
18.2,73.64,23.0,25.73973972,63.41375741,6.41279287,47.69716199,lentil
14.9,72.57,15.69,26.40490139,65.24620429,6.97816483,52.06794006,lentil
13.68,73.01,22.84,26.44459911,66.20161905,7.33230532,43.94813946,lentil
22.21,65.54,19.44,25.37137785,68.51865799,7.01987953,49.16372201,lentil
33.72,74.39,17.47,20.78198193,66.62558231,7.27524592,51.56818945,lentil
16.32,74.99,17.68,23.04302546,66.65329405,6.65771239,38.84196187,lentil
4.0,17.21,40.08,20.22227706,93.65205306,6.83213574,109.74098135,pomegranate
25.89,27.31,41.13,22.56175763,91.43183793,6.21494441,106.35043947,pomegranate
1.41,16.79,40.63,19.63654427,89.29718735,6.58005469,110.60528285,pomegranate
12.72,20.84,45.52,22.13634826,93.87430625,6.14730063,112.50089557,pomegranate
26.47,21.59,38.53,18.95328958,92.62196429,5.97960899,106.55663988,pomegranate
22.7,14.89,45.11,23.37759577,95.36376863,6.50556819,111.20278912,pomegranate
24.99,16.86,45.0,25.09797521,91.03169115,6.53084764,106.16410971,pomegranate
33.96,11.56,38.7,20.03941985,87.47915424,7.21596135,110.40915766,pomegranate
22.84,18.92,42.51,21.06302038,87.23780859,6.28738339,112.97779074,pomegranate
18.48,14.95,37.91,20.93173709,91.01588685,5.95035299,107.97040691,pomegranate
33.69,19.87,41.46,21.22108397,90.53097626,6.8496132,110.70147735,pomegranate
15.58,13.02,38.83,22.00152865,95.98596075,6.37576009,112.15058333,pomegranate
23.63,14.08,39.02,23.27204909,89.73560949,6.90632338,102.97274408,pomegranate
26.36,6.82,37.52,24.78181763,89.05431289,6.43780512,109.41733889,pomegranate
20.3,27.06,40.08,25.52819167,93.04219939,6.28882605,104.60291881,pomegranate
8.86,18.96,41.68,24.74045037,88.91109527,7.36326952,102.57985663,pomegranate
44.0,17.7,45.6,22.84728794,92.31984074,7.07188009,107.99089453,pomegranate
4.53,9.5,45.31,25.65187263,91.99034799,5.7400588,105.32113983,pomegranate
21.66,7.16,39.78,23.66619748,93.73999154,6.88068936,107.26347686,pomegranate
25.06,9.23,43.14,21.91813337,90.87707351,7.03650973,103.17226023,pomegranate
11.84,18.41,39.04,24.45277469,89.05296572,6.02312336,108.1660494,pomegranate
26.1,2.5,41.4,17.54563933,89.91701563,6.66700619,107.73548618,pomegranate
4.68,11.0,41.49,25.65187263,87.11861691,6.45348122,105.27942895,pomegranate
6.65,19.42,40.77,22.59137338,93.96296391,6.26704575,108.21308808,pomegranate
17.18,2.5,36.15,21.16150644,89.60589326,6.32727455,105.2598582,pomegranate
24.44,21.75,40.09,21.98605811,86.89610168,6.43569652,105.06261768,pomegranate
15.38,32.5,35.88,18.70880623,91.72418754,6.41433429,105.14220376,pomegranate
29.99,7.69,42.58,21.14197535,93.84950568,7.22544998,103.88682111,pomegranate
-4.0,13.82,42.89,17.93060987,90.75573939,6.39608397,106.36464467,pomegranate
-0.39,25.24,37.98,19.97964262,91.62668478,6.04308297,106.52339837,pomegranate
36.87,19.76,42.6,18.95204648,92.58887719,6.77121545,106.5167985,pomegranate
15.81,12.72,42.48,22.49451364,89.49129056,6.46507805,106.57477037,pomegranate
34.0,32.47,40.99,23.36843592,85.22546502,5.92469571,104.20424213,pomegranate
13.55,16.53,42.08,17.38218936,88.37364586,7.14200724,105.51026971,pomegranate
-4.0,30.72,39.94,25.40577873,89.06911907,6.46551084,105.24604615,pomegranate
23.34,21.32,41.63,25.54556555,90.63444045,5.73879141,106.31482448,pomegranate
22.81,19.43,39.07,18.61191168,94.1108239,6.78995875,112.96363603,pomegranate
5.4,26.66,37.95,21.15580356,92.15298277,5.39808659,107.4676131,pomegranate
31.98,25.32,39.67,23.55545418,86.51052566,5.63092862,110.3462564,pomegranate
-4.0,16.04,37.06,22.28575851,88.53903789,6.13969927,113.47075592,pomegranate
21.46,30.97,45.04,21.16233154,85.44054817,6.79831736,106.83898954,pomegranate
9.36,20.85,40.7,18.44760419,95.98596075,6.33886239,105.50536596,pomegranate
23.4,23.56,34.63,21.66542313,95.98596075,7.30624633,111.97403713,pomegranate
22.75,12.01,41.53,20.73216482,86.68840257,5.71205519,107.51723866,pomegranate
28.64,17.45,42.36,21.148774,88.07416456,6.47212442,106.18762144,pomegranate
-3.47,22.44,40.58,25.26461918,87.87590599,6.68981138,107.43026609,pomegranate
22.25,9.44,39.81,18.44462935,87.19674398,6.01224909,104.15404206,pomegranate
36.75,14.76,35.39,18.85930194,89.71154197,6.47042349,108.67279645,pomegranate
37.81,21.36,37.98,23.15301079,86.88881961,6.33769555,107.07360526,pomegranate
-1.62,20.27,42.6,24.57729776,95.98596075,6.75443103,110.02027185,pomegranate
18.95,17.82,39.35,21.73877825,86.9160326,6.68024794,106.22207011,pomegranate
23.74,18.78,35.52,21.50983373,91.51537102,6.05895147,112.9835628,pomegranate
7.58,4.55,38.02,21.62967107,89.4227884,5.65914587,102.44293402,pomegranate
36.2,28.66,35.48,17.94875337,91.51835039,5.74022317,112.30393544,pomegranate
33.74,20.4,38.3,18.90779091,90.40352944,7.07903242,102.15028438,pomegranate
21.26,18.94,44.08,22.59549589,95.98596075,5.46829257,107.69344944,pomegranate
1.49,19.94,40.86,19.49289184,86.34348333,7.30966184,103.63200783,pomegranate
42.37,9.86,45.98,21.01713692,86.49277069,5.87391231,102.89612374,pomegranate
15.98,12.85,38.99,21.01685912,93.93612587,7.21534536,106.57307143,pomegranate
6.16,15.95,45.35,22.73128938,90.65013056,6.43670321,109.92755798,pomegranate
6.68,27.51,43.18,21.92696743,89.65016859,6.42324727,111.08646018,pomegranate
18.18,2.5,41.2,23.53448996,91.11566017,5.67429511,106.35188992,pomegranate
34.68,24.68,45.19,22.88601353,86.69343261,7.25055856,104.75984764,pomegranate
0.06,26.8,40.61,18.11601957,95.55891383,6.63742882,113.47075592,pomegranate
8.13,20.53,41.61,23.68852763,87.20508146,6.31197524,110.03698841,pomegranate
36.92,2.5,42.17,23.85619038,91.76187667,5.72697205,108.40991324,pomegranate
26.76,21.38,36.02,18.32478767,85.35227519,7.17118627,107.19679508,pomegranate
11.42,28.3,41.56,24.24791081,88.30644334,6.47575885,113.47075592,pomegranate
13.94,17.98,38.9,17.86388003,87.67314081,6.65322649,111.01982704,pomegranate
13.43,19.23,42.08,23.89494315,92.21216956,7.02467861,101.52281408,pomegranate
14.22,20.64,43.11,21.90464944,92.37949991,5.94680304,104.99686872,pomegranate
34.06,19.33,39.03,22.70150758,89.80395255,6.5076245,110.23878112,pomegranate
5.21,6.38,42.3,22.84092457,90.6460529,6.66673466,106.65356017,pomegranate
13.05,22.21,39.29,21.60353565,86.7015023,6.98832473,105.41847934,pomegranate
30.4,17.56,39.84,19.34964408,90.56838065,6.97404876,105.40986497,pomegranate
27.77,23.78,34.0,22.04930026,87.94278648,6.45621583,106.2499414,pomegranate
9.53,17.15,39.63,17.6952297,95.15844382,6.37129725,108.77407302,pomegranate
21.85,19.19,36.35,23.9275965,89.99159735,6.09623808,108.58320143,pomegranate
38.12,16.09,36.91,25.65187263,87.42767248,6.61903315,107.70298619,pomegranate
16.74,2.5,40.89,25.65187263,88.6185867,6.33091304,107.15086983,pomegranate
6.66,20.18,34.0,20.46385945,85.22741828,7.09889648,109.01547379,pomegranate
0.15,23.82,39.75,24.75135183,94.81162071,6.05011643,102.50524995,pomegranate
34.18,22.11,40.66,19.72072797,88.48408089,6.74190862,101.52281408,pomegranate
31.85,24.3,39.53,21.13630451,90.7305543,6.26558418,105.56032934,pomegranate
19.56,14.99,43.24,20.7337598,90.06918281,6.26883927,110.2011751,pomegranate
22.06,5.66,37.89,19.64319439,85.03944564,7.01462299,104.35660185,pomegranate
22.2,21.47,45.14,21.07481907,87.35107426,5.78885574,104.78690808,pomegranate
-1.53,13.15,37.86,19.93440222,87.4696467,6.10863196,108.55386023,pomegranate
22.04,19.76,37.61,21.56102003,93.15951804,6.0611352,107.01576823,pomegranate
32.53,15.49,42.86,17.39832559,92.03950266,6.27807701,107.4219544,pomegranate
1.88,10.66,36.99,23.52890681,87.60010445,6.82370481,110.35432392,pomegranate
8.44,20.18,41.14,23.56288777,89.88170144,6.57082277,104.95729661,pomegranate
25.37,27.21,40.67,20.66260621,95.48362518,5.88130725,107.15379128,pomegranate
29.46,18.81,34.83,24.2801078,89.45314699,6.96168784,108.60479603,pomegranate
16.42,8.58,46.0,19.10588504,89.66892834,6.41607041,107.93412357,pomegranate
22.91,12.89,40.85,20.79769188,93.62452222,6.11738205,106.50846987,pomegranate
13.36,22.26,40.23,23.83681301,87.31671816,5.67232236,101.52281408,pomegranate
22.58,7.55,38.41,23.06736313,93.6662718,7.34257691,105.71588741,pomegranate
23.98,21.0,39.5,20.52645038,85.77589163,5.70010425,110.53463908,pomegranate
5.11,20.28,40.47,24.07847396,87.59778621,6.88231236,105.46204022,pomegranate
-3.55,20.08,42.19,23.69920424,89.60704289,6.61621004,111.34534616,pomegranate
18.63,23.42,40.1,20.91529551,88.16319713,5.93597106,102.20719745,pomegranate
28.69,18.76,37.44,25.65187263,91.24262411,6.60336242,110.66259552,pomegranate
21.37,17.21,40.67,21.33126748,84.14213623,5.91580421,110.79203848,pomegranate
7.78,19.54,39.21,22.0793247,92.678852,6.16292946,110.95433562,pomegranate
23.55,18.71,41.44,22.16415029,90.29675241,6.1359442,111.75365265,pomegranate
26.34,24.14,40.77,21.94088881,93.71799921,6.17947623,111.31654241,pomegranate
22.92,20.74,40.85,22.09319902,90.98094731,7.10147018,107.78757932,pomegranate
3.3,32.5,38.3,22.64287241,92.6186533,6.7455716,102.19414096,pomegranate
11.06,25.55,34.0,22.48480901,90.16676099,6.08354019,109.79758149,pomegranate
24.63,16.93,38.35,25.19938579,92.06067306,6.79675284,102.91372523,pomegranate
16.78,29.87,40.24,19.74388036,92.15746848,6.73033106,104.18124942,pomegranate
11.03,9.32,36.35,25.22840244,90.29436176,6.49261791,108.96145111,pomegranate
18.18,16.96,44.24,18.78393438,91.70987272,6.23960974,112.84622686,pomegranate
16.54,11.92,42.38,21.12437286,90.88041298,5.39808659,108.57598207,pomegranate
-4.0,12.48,45.7,21.05515938,90.58846063,5.937215,105.58965439,pomegranate
-4.0,17.12,40.35,20.00748355,91.69336045,6.1046513,104.63332232,pomegranate
-4.0,12.68,41.32,23.62375827,90.77875075,7.13745772,105.2328267,pomegranate
19.33,20.36,38.92,22.24174896,84.95404147,5.95664013,109.88462158,pomegranate
14.64,18.89,42.71,23.04204248,91.38747748,7.22848316,104.07029286,pomegranate
44.0,26.37,36.83,25.65187263,93.89572692,6.99378429,110.35741359,pomegranate
9.04,12.15,35.65,19.41866974,88.1076204,5.60906068,110.79232943,pomegranate
11.18,18.22,38.5,19.81546882,87.94600842,7.36326952,103.58353023,pomegranate
21.6,18.39,35.27,22.60453381,90.72893106,7.02715147,106.23595862,pomegranate
10.9,20.44,41.84,25.65187263,93.41053023,6.51809219,107.55062465,pomegranate
14.55,9.14,41.98,20.03886118,89.62127309,6.2355263,107.03495873,pomegranate
14.32,14.82,36.51,20.82735661,89.08763276,6.4700684,107.25254076,pomegranate
17.78,2.5,43.5,24.56924853,93.57213936,7.18260821,105.60557742,pomegranate
2.13,10.59,45.17,20.7039249,87.23898989,5.82295102,106.79025828,pomegranate
23.49,19.8,44.98,17.62027993,88.73201262,6.46729532,107.80595166,pomegranate
29.48,12.45,42.79,18.54676133,92.48627474,6.41992992,107.85920427,pomegranate
20.84,32.5,45.15,22.83653897,88.8383725,6.02996675,108.00812218,pomegranate
12.95,32.5,35.56,22.1151531,92.7529911,6.26342645,108.50467588,pomegranate
17.66,16.46,41.66,21.86048384,93.04305252,6.27559504,108.35355178,pomegranate
3.28,22.36,39.7,21.1330565,89.58364675,6.74153071,110.86380054,pomegranate
-0.54,14.13,37.57,24.10235809,89.29668502,6.86262372,106.06080816,pomegranate
13.07,13.22,43.81,24.4728915,95.98596075,6.10559549,107.19152603,pomegranate
14.2,11.72,42.81,21.60627783,88.18297086,6.32455473,110.03839308,pomegranate
12.94,20.9,41.14,23.48681971,92.48123304,6.19139809,104.03888441,pomegranate
7.7,24.43,40.19,23.35373005,91.0339446,5.99454348,111.17304504,pomegranate
30.69,16.08,39.35,25.16742288,90.7254495,5.7947431,106.86652111,pomegranate
3.64,22.37,36.16,25.46457587,91.91734854,7.21628121,106.28568467,pomegranate
21.72,18.89,39.73,24.36150784,93.38537458,7.04496982,110.03317377,pomegranate
15.66,23.55,37.0,23.11899714,86.95858806,7.07532899,107.64072543,pomegranate
39.79,10.63,44.79,22.01833998,88.77340293,6.90676522,105.8826959,pomegranate
18.91,15.87,40.58,22.10189402,94.33812445,5.95856435,105.40151909,pomegranate
38.12,16.86,39.0,20.6091762,89.12112075,6.12308054,105.81497765,pomegranate
25.07,13.89,41.49,19.42598575,91.87185478,6.75171275,108.53423938,pomegranate
11.46,12.9,39.46,22.75052818,95.98596075,7.09212937,107.12787846,pomegranate
35.07,19.96,41.51,19.61017675,92.08293056,6.76227942,106.78971517,pomegranate
23.47,25.83,34.0,18.32628668,92.31420164,5.93212858,105.4254354,pomegranate
23.62,25.32,39.92,17.38218936,89.24781601,6.21929416,110.6790997,pomegranate
0.61,15.41,43.15,20.58479741,92.26153465,6.44508718,105.93431913,pomegranate
32.63,22.9,45.14,21.50624527,95.98596075,6.64539408,108.96883271,pomegranate
12.57,13.78,43.6,22.28366749,85.74472041,6.44955629,105.77870652,pomegranate
-4.0,27.11,38.59,23.83881107,87.18198981,6.66676486,108.03652087,pomegranate
26.17,16.99,35.22,22.23536037,88.32564082,6.12365165,113.47075592,pomegranate
9.54,23.86,35.28,19.55537987,91.47806998,6.1427201,107.12264776,pomegranate
24.68,29.45,34.51,23.89072094,87.57088227,6.17000982,111.20653531,pomegranate
21.24,26.8,44.38,19.54794497,92.40110476,6.56341135,106.9321256,pomegranate
33.67,10.74,41.05,20.95451513,87.56045933,6.41199154,110.19060919,pomegranate
26.58,9.04,40.95,24.49287838,87.94052024,6.45631979,109.89336301,pomegranate
36.91,17.94,45.15,23.07442665,91.49615335,6.57206429,107.87238392,pomegranate
13.33,10.62,37.89,19.01539278,95.55793394,6.19870284,111.87310035,pomegranate
34.75,19.35,46.0,22.19955708,87.21393478,6.88194227,108.39413281,pomegranate
17.35,32.32,42.96,18.82912413,85.49070911,6.30977004,107.36797342,pomegranate
24.33,8.74,44.81,21.06144368,93.78698311,5.48436143,108.08084863,pomegranate
7.37,19.06,44.92,18.56493971,90.28904976,6.78434291,104.20715944,pomegranate
28.45,29.36,39.79,18.99525856,89.36537635,6.85933512,113.47075592,pomegranate
24.12,13.84,35.02,22.49273498,85.53799561,6.90624688,110.95577468,pomegranate
10.97,21.55,37.39,23.1404266,91.42764274,6.21928682,105.51931464,pomegranate
14.75,3.98,40.76,17.38218936,88.50816058,6.95896099,104.37318141,pomegranate
12.61,12.01,45.37,24.44724832,92.69065252,7.2390703,101.52281408,pomegranate
14.14,20.91,42.47,18.19671682,92.68228762,6.25267142,107.60051013,pomegranate
-3.56,18.64,39.97,21.21634312,88.67239076,6.10075057,110.07599476,pomegranate
15.22,24.31,36.48,22.72985254,90.79462736,6.67436962,105.22877453,pomegranate
17.2,13.94,38.25,23.11064825,87.82430769,6.54881615,112.30009526,pomegranate
2.09,19.99,38.89,22.34329039,93.29660009,6.40649688,109.44894633,pomegranate
30.76,32.5,38.77,20.43787267,84.14213623,6.50575529,104.77291048,pomegranate
23.37,2.5,35.74,21.60264339,88.91401163,5.69929261,110.35244,pomegranate
15.46,30.82,40.55,24.55220835,90.96712272,7.13051028,104.68897259,pomegranate
2.88,19.29,39.43,20.63356324,87.28628019,5.73239495,109.31600341,pomegranate
17.53,9.08,46.0,20.81777551,92.67763287,6.36533138,102.35937313,pomegranate
12.82,18.47,38.0,19.84794527,89.19978741,6.50932223,107.01650905,pomegranate
37.71,14.1,36.51,20.40298262,85.68718909,6.26735728,112.5406922,pomegranate
43.71,22.73,45.4,25.1644689,90.89572322,6.26729378,110.69897018,pomegranate
-1.73,10.53,35.17,21.58556083,87.14230535,5.42859928,106.88808105,pomegranate
27.45,25.31,37.69,17.74893826,90.28255455,6.20559289,104.1876785,pomegranate
26.14,30.37,38.5,23.15772718,91.70829852,6.83794219,104.65359185,pomegranate
31.88,21.55,44.27,21.28176105,91.32073461,6.97552507,108.64219223,pomegranate
14.86,16.67,39.38,22.61222051,92.44128112,7.36326952,109.75208123,pomegranate
27.87,25.37,42.49,19.00218756,86.27541768,6.03891246,104.44786758,pomegranate
16.57,31.97,41.18,20.39646976,86.98933508,6.19305048,110.2761166,pomegranate
12.19,20.22,44.41,21.81176027,88.6304033,6.95514389,110.34386688,pomegranate
28.63,26.14,40.25,17.38218936,87.4695615,6.7252606,108.87202152,pomegranate
5.43,12.99,36.79,25.3164556,95.25074716,7.2470819,109.09058157,pomegranate
27.6,28.53,41.83,19.37087205,88.72968276,7.21155301,106.37257082,pomegranate
20.97,13.41,41.11,22.0518203,88.01299383,6.60961535,111.32519051,pomegranate
1.46,18.52,40.67,22.067706,89.71271525,6.71254867,104.25080397,pomegranate
13.73,27.91,40.48,21.14507095,84.14213623,6.10463611,105.00612883,pomegranate
98.54,67.5,49.55,26.62660778,80.38123705,6.11128788,108.46357048,banana
84.5,87.3,47.74,28.57337626,81.40836835,5.72352735,96.19746527,banana
88.74,93.55,52.77,29.66113222,83.2988833,6.14332819,102.24405145,banana
96.97,73.66,46.98,25.0897751,81.56601772,5.87171715,108.25992893,banana
94.2,82.17,48.09,27.00405794,82.79585903,6.0530401,96.83009052,banana
95.33,74.24,45.3,28.31249696,74.70100517,5.74491888,111.52775673,banana
106.16,67.94,48.89,29.80421879,79.7426034,6.32200242,111.32544572,banana
89.16,89.7,52.77,27.90805758,83.04945324,6.39633248,100.66227805,banana
112.17,88.31,50.66,27.9443612,82.62818942,5.7360954,105.78163794,banana
89.56,85.35,49.99,28.05376594,84.20312947,5.88858747,109.2863853,banana
97.49,78.67,52.01,27.95769417,78.82706451,6.14851308,109.25954446,banana
106.55,82.34,47.34,27.59411147,81.41151094,5.70506047,90.82258978,banana
104.56,84.95,49.69,28.3298751,79.46831643,5.83334761,111.44547903,banana
95.4,80.6,51.42,27.93982685,78.25738732,5.8437926,106.59703839,banana
99.94,85.61,52.45,27.47204852,80.90255544,6.04069675,91.45010632,banana
79.15,82.95,49.7,27.73745131,78.80939842,5.75332928,91.91002417,banana
124.0,92.84,47.97,27.35235303,75.00982231,6.31373022,111.71685832,banana
107.44,80.35,48.18,29.86916423,80.00929534,6.09719611,120.08139542,banana
110.74,74.77,44.0,26.40937792,76.10271139,5.84730678,118.84408558,banana
90.1,80.39,45.05,28.63693524,79.47009683,5.99093997,102.24931094,banana
83.77,79.44,49.95,27.734228,78.67734119,6.18812657,102.23334041,banana
112.89,83.74,53.84,28.50584666,77.64044279,5.85830163,115.1811604,banana
84.93,76.76,46.25,27.35628476,78.70495373,5.54740153,89.95425905,banana
94.97,85.48,50.52,28.42036563,79.19350776,6.35976769,93.31616941,banana
85.05,86.19,47.12,27.36141136,82.09175271,5.72318008,96.65996308,banana
116.29,90.44,51.52,27.18194944,77.13879981,6.33893475,91.34944831,banana
100.3,81.62,51.22,29.87569732,76.68440375,5.99831478,94.58816042,banana
98.48,76.9,54.28,26.8181899,77.90386196,6.22995118,97.16642264,banana
92.33,77.63,55.09,30.39875528,75.46321263,5.735963,115.23358842,banana
109.67,82.31,47.91,27.51727476,80.66785498,6.08213022,109.50566667,banana
105.06,91.92,46.01,27.37895856,80.9130742,6.23229739,119.97816323,banana
101.51,82.3,44.0,28.412511,78.08769792,5.78900017,99.48380574,banana
90.07,74.69,48.97,30.39875528,83.11155518,6.22644402,96.3745356,banana
89.7,82.27,44.6,24.58114275,80.5453125,5.77212216,104.93303943,banana
99.63,79.98,47.76,27.80354401,78.15129801,6.00668287,113.69676995,banana
95.86,90.44,48.55,25.8591399,82.44860755,5.5438116,106.53787676,banana
96.33,91.59,50.55,26.91036612,84.05844368,5.81524537,111.89014925,banana
