Soil_Type,Soil_pH,Soil_Moisture,Organic_Carbon,Electrical_Conductivity,Nitrogen_Level,Phosphorus_Level,Potassium_Level,Temperature,Humidity,Rainfall,Crop_Type,Crop_Growth_Stage,Season,Irrigation_Type,Previous_Crop,Region,Fertilizer_Used_Last_Season,Yield_Last_Season,Recommended_Fertilizer
Sandy,7.86,44.55,0.98,1.33,156,46,51,21.52,47.62,2217.87,Sugarcane,Vegetative,Rabi,Rainfed,Maize,West,201.09,3.58,Zinc Sulphate
Sandy,8.39,35.67,0.82,2.25,90,89,59,19.54,75.01,1889.4,Maize,Vegetative,Kharif,Canal,Potato,North,192.04,7.38,Zinc Sulphate
Silt,5.91,39.21,0.41,0.85,48,43,64,19.93,65.4,1830.75,Wheat,Sowing,Zaid,Canal,Potato,Central,81.33,1.0,Urea
Silt,7.84,47.96,0.97,2.15,115,87,77,25.2,61.65,2074.65,Wheat,Sowing,Rabi,Canal,Cotton,Central,172.4,7.08,Compost
Loamy,8.44,29.55,0.33,2.17,124,43,113,21.04,45.65,1772.86,Potato,Flowering,Rabi,Sprinkler,Cotton,East,156.09,3.54,Zinc Sulphate
Clay,6.71,22.93,0.2,1.2,24,20,26,19.48,69.77,488.9,Rice,Sowing,Kharif,Canal,Rice,East,184.23,2.32,Compost
Silt,5.81,25.45,1.49,3.0,101,46,35,29.43,35.42,2989.33,Potato,Vegetative,Kharif,Canal,Cotton,South,140.57,2.36,MOP
Silt,6.04,33.44,1.07,2.19,23,67,80,30.96,72.21,1989.84,Wheat,Harvest,Zaid,Canal,Cotton,West,178.32,4.25,Urea
Silt,5.44,35.25,0.94,1.6,22,20,39,35.28,62.92,2375.41,Potato,Harvest,Rabi,Drip,Maize,South,143.94,6.39,NPK
Sandy,7.87,48.71,0.72,1.34,24,36,45,27.87,61.91,2307.7,Tomato,Sowing,Zaid,Rainfed,Tomato,East,170.38,7.06,NPK
Silt,7.33,27.62,0.45,1.65,28,26,75,28.17,70.45,1047.73,Cotton,Sowing,Kharif,Canal,Maize,Central,51.77,4.89,DAP
Loamy,5.28,12.32,0.99,0.59,90,14,37,26.13,71.5,656.03,Sugarcane,Harvest,Zaid,Drip,Sugarcane,East,193.55,6.84,DAP
Sandy,6.8,53.32,1.36,1.73,30,81,55,33.16,30.0,1704.27,Rice,Flowering,Kharif,Canal,Potato,South,160.54,4.58,Urea
Clay,7.95,53.66,0.27,1.77,139,29,43,17.03,69.6,2887.65,Maize,Vegetative,Kharif,Rainfed,Sugarcane,North,93.31,5.53,DAP
Clay,4.66,27.7,0.6,1.01,58,28,71,21.44,57.99,342.83,Sugarcane,Flowering,Zaid,Sprinkler,Maize,North,257.01,1.34,SSP
Loamy,6.38,12.1,0.94,1.1,76,86,29,29.27,50.39,1153.6,Tomato,Flowering,Zaid,Sprinkler,Potato,South,228.46,5.32,MOP
Silt,4.67,17.01,1.21,2.0,135,85,41,30.72,37.84,2409.08,Sugarcane,Flowering,Rabi,Canal,Wheat,East,55.85,5.96,Compost
Clay,6.92,47.35,0.89,1.84,34,87,100,16.2,54.05,927.81,Rice,Vegetative,Rabi,Sprinkler,Potato,West,152.78,3.99,Urea
Sandy,7.72,34.93,1.43,2.49,145,84,82,29.89,85.36,1362.16,Rice,Flowering,Zaid,Sprinkler,Maize,West,230.08,4.61,DAP
Sandy,8.0,31.1,0.95,1.19,24,46,103,20.87,61.91,2433.62,Wheat,Harvest,Kharif,Drip,Maize,South,283.07,3.61,Urea
Sandy,5.69,59.84,0.22,1.29,158,16,74,36.7,86.46,2936.49,Wheat,Flowering,Rabi,Drip,Maize,East,162.07,7.5,DAP
Loamy,6.21,28.27,0.99,2.11,56,88,67,32.7,48.51,293.88,Rice,Harvest,Zaid,Rainfed,Maize,West,220.79,2.56,Urea
Clay,6.68,25.49,0.32,0.56,131,63,88,28.97,49.73,1183.3,Cotton,Flowering,Zaid,Rainfed,Sugarcane,North,229.51,4.55,Compost
Clay,6.34,28.32,0.85,1.33,120,15,65,10.0,77.58,1751.46,Rice,Sowing,Zaid,Sprinkler,Rice,Central,201.27,3.63,SSP
Silt,6.05,25.52,0.85,2.26,157,52,43,31.01,73.91,1534.43,Tomato,Flowering,Kharif,Drip,Sugarcane,South,125.94,8.0,MOP
Sandy,6.96,46.7,0.94,2.65,88,89,30,31.45,66.23,1207.69,Sugarcane,Vegetative,Zaid,Sprinkler,Rice,North,78.75,1.0,MOP
Sandy,8.1,43.9,0.68,1.29,45,33,40,26.56,59.05,200.0,Maize,Sowing,Rabi,Drip,Rice,South,168.88,4.55,DAP
Silt,8.5,18.8,0.79,0.1,40,12,80,30.72,75.11,3000.0,Maize,Vegetative,Zaid,Drip,Sugarcane,South,300.0,3.24,DAP
Loamy,6.71,54.74,0.68,1.72,45,14,118,20.16,52.54,2519.84,Potato,Sowing,Kharif,Canal,Potato,South,101.79,3.79,DAP
Clay,5.77,42.35,0.82,1.1,56,27,54,15.12,53.55,446.63,Cotton,Sowing,Kharif,Drip,Sugarcane,South,147.55,2.82,DAP
Clay,6.55,25.23,0.96,1.29,41,16,87,16.15,78.28,1619.1,Tomato,Vegetative,Kharif,Rainfed,Tomato,North,171.56,5.61,DAP
Clay,6.16,41.57,1.08,1.76,38,13,68,22.75,58.38,2457.8,Cotton,Sowing,Zaid,Drip,Potato,North,198.99,5.21,DAP
Sandy,5.62,45.06,0.25,1.13,56,34,15,22.74,60.83,1726.43,Maize,Flowering,Zaid,Sprinkler,Cotton,South,221.61,3.29,NPK
Silt,6.31,57.17,0.61,1.96,47,53,105,30.58,84.21,1525.97,Rice,Vegetative,Zaid,Sprinkler,Potato,West,139.4,4.27,Urea
Loamy,8.06,25.54,0.82,0.36,43,24,115,24.09,62.91,210.62,Sugarcane,Vegetative,Zaid,Drip,Wheat,East,109.64,6.9,Urea
Silt,5.68,40.3,0.57,0.76,62,14,103,26.87,30.0,2789.73,Sugarcane,Harvest,Kharif,Canal,Cotton,South,126.69,4.88,SSP
Sandy,4.74,25.37,0.8,0.58,21,30,12,18.41,43.92,1419.32,Maize,Vegetative,Zaid,Sprinkler,Maize,West,251.47,4.33,NPK
Clay,7.14,33.81,0.53,2.26,70,39,36,17.62,42.12,531.65,Potato,Sowing,Rabi,Rainfed,Sugarcane,South,145.01,1.0,NPK
Loamy,8.5,33.8,0.47,2.13,74,19,47,24.05,53.18,1421.42,Cotton,Vegetative,Zaid,Canal,Sugarcane,West,71.29,5.29,NPK
Clay,6.77,35.4,0.67,1.7,55,87,79,22.94,54.44,1889.84,Rice,Vegetative,Zaid,Rainfed,Cotton,Central,260.93,2.95,Urea
Silt,7.63,37.64,0.42,1.85,27,14,119,26.28,55.04,1399.62,Potato,Sowing,Rabi,Canal,Wheat,North,188.79,2.47,DAP
Sandy,5.0,42.23,0.61,2.28,21,22,72,29.59,36.06,2636.38,Cotton,Sowing,Kharif,Drip,Wheat,Central,138.76,6.77,DAP
Loamy,8.19,46.62,0.91,1.9,74,20,49,25.41,44.43,789.7,Wheat,Harvest,Kharif,Sprinkler,Tomato,Central,155.77,7.25,NPK
Loamy,7.55,44.98,0.88,1.42,156,65,104,21.97,42.41,1859.16,Cotton,Sowing,Kharif,Sprinkler,Rice,East,104.08,7.63,Urea
Sandy,5.9,37.15,1.08,2.13,83,26,102,26.5,30.54,2299.62,Maize,Sowing,Zaid,Drip,Cotton,Central,223.29,5.53,SSP
Clay,7.59,18.78,1.0,1.1,45,84,80,20.44,71.87,1729.7,Wheat,Sowing,Zaid,Rainfed,Maize,South,252.85,6.68,Urea
Loamy,5.1,41.68,1.33,1.78,45,22,24,22.69,53.69,1178.99,Sugarcane,Flowering,Kharif,Canal,Potato,West,229.12,8.0,NPK
Sandy,6.96,39.01,1.23,1.03,62,36,16,24.66,46.2,1693.42,Tomato,Vegetative,Kharif,Drip,Sugarcane,North,271.9,7.09,NPK
Silt,6.78,26.31,1.05,1.18,48,48,51,31.14,61.33,1141.51,Tomato,Vegetative,Zaid,Canal,Cotton,West,132.21,4.63,Urea
Silt,6.35,41.31,0.86,1.32,106,27,81,27.97,81.51,659.0,Potato,Sowing,Rabi,Rainfed,Potato,South,128.7,5.92,SSP
Loamy,7.04,14.04,0.92,2.4,53,36,20,22.41,55.87,1911.38,Maize,Sowing,Zaid,Canal,Wheat,South,244.07,4.41,NPK
Clay,6.5,19.49,0.44,2.14,52,39,50,20.9,58.66,2514.16,Tomato,Sowing,Kharif,Drip,Potato,North,86.55,4.25,NPK
Loamy,6.57,38.06,0.4,1.56,87,12,90,30.83,44.63,836.72,Sugarcane,Vegetative,Rabi,Canal,Sugarcane,Central,59.23,6.0,SSP
Silt,4.54,49.29,0.76,0.73,155,18,106,22.74,45.74,2226.37,Tomato,Sowing,Rabi,Drip,Sugarcane,Central,294.94,6.84,DAP
Silt,7.76,31.42,0.76,1.06,144,88,119,31.18,68.83,2669.73,Wheat,Sowing,Rabi,Sprinkler,Cotton,South,203.41,8.0,Zinc Sulphate
Sandy,6.34,53.66,0.47,0.47,98,58,100,33.45,82.35,2941.44,Tomato,Harvest,Zaid,Canal,Potato,North,137.14,3.02,SSP
Loamy,5.6,22.54,0.33,1.57,35,24,65,22.46,42.53,2871.14,Cotton,Vegetative,Zaid,Drip,Potato,West,169.25,2.81,Compost
Clay,5.43,24.86,0.85,1.33,151,71,43,23.11,51.47,1456.28,Potato,Flowering,Rabi,Canal,Wheat,East,196.2,3.45,MOP
Clay,6.81,30.58,0.82,1.07,75,24,18,27.86,67.02,1750.08,Cotton,Flowering,Zaid,Rainfed,Rice,South,146.4,2.88,NPK
Sandy,5.57,40.37,0.9,3.0,41,34,16,23.41,55.57,249.04,Cotton,Sowing,Kharif,Drip,Wheat,North,206.94,5.04,NPK
Sandy,6.19,28.78,0.36,1.79,145,62,24,12.21,69.08,1175.03,Maize,Flowering,Kharif,Drip,Wheat,Central,183.51,3.02,DAP
Clay,5.25,26.43,1.16,2.85,116,13,66,13.75,76.96,2683.3,Sugarcane,Sowing,Kharif,Drip,Potato,East,166.96,7.7,DAP
Loamy,5.83,39.78,0.9,1.32,101,17,105,22.98,36.18,885.49,Sugarcane,Sowing,Kharif,Drip,Maize,West,158.7,3.88,SSP
Clay,6.74,22.42,0.75,0.86,20,41,103,24.84,30.0,3000.0,Potato,Harvest,Rabi,Canal,Rice,Central,162.43,3.7,Urea
Clay,6.92,43.12,0.62,2.44,48,15,42,20.53,72.51,1632.11,Tomato,Flowering,Zaid,Sprinkler,Cotton,East,112.24,3.24,NPK
Clay,6.85,26.86,0.89,0.27,63,31,108,23.72,39.46,789.9,Wheat,Flowering,Rabi,Sprinkler,Rice,South,175.25,5.42,DAP
Clay,5.39,36.66,0.85,0.79,102,16,106,23.78,72.75,847.03,Maize,Sowing,Rabi,Canal,Potato,South,185.31,7.83,SSP
Loamy,6.99,37.17,0.65,0.81,32,22,51,19.42,58.44,1166.5,Tomato,Sowing,Rabi,Drip,Maize,Central,233.33,1.0,DAP
Clay,7.21,43.68,0.56,1.83,50,33,41,19.15,41.28,1367.71,Maize,Sowing,Rabi,Drip,Cotton,North,96.46,2.73,NPK
Loamy,7.05,36.24,0.73,0.95,57,40,13,30.62,63.93,1454.29,Sugarcane,Vegetative,Zaid,Drip,Rice,East,175.43,5.4,NPK
Clay,6.78,33.63,0.95,1.43,75,16,20,31.26,65.33,1655.91,Sugarcane,Harvest,Kharif,Rainfed,Cotton,West,187.77,2.01,NPK
Silt,7.42,52.98,1.03,1.18,28,70,73,27.94,62.37,1355.41,Cotton,Harvest,Zaid,Rainfed,Maize,North,161.57,4.73,Urea
Sandy,6.7,40.98,0.88,1.55,63,87,117,25.84,88.05,279.7,Maize,Vegetative,Kharif,Canal,Cotton,South,161.66,5.7,Urea
Clay,5.54,19.22,1.05,0.91,26,35,33,35.13,77.94,2127.69,Cotton,Sowing,Kharif,Canal,Tomato,East,130.78,1.36,NPK
Silt,5.99,26.91,0.7,1.3,158,61,13,22.04,75.14,2867.29,Maize,Sowing,Rabi,Sprinkler,Wheat,North,50.91,7.46,MOP
Clay,6.65,45.6,0.87,1.97,155,51,22,31.65,61.37,679.55,Cotton,Flowering,Kharif,Rainfed,Cotton,South,276.27,2.19,MOP
Loamy,8.3,42.73,0.56,1.49,125,41,115,21.79,44.3,1806.58,Rice,Vegetative,Kharif,Rainfed,Wheat,North,96.83,5.03,Zinc Sulphate
Silt,6.07,21.6,1.23,0.77,36,80,82,25.56,82.87,1066.38,Potato,Sowing,Rabi,Sprinkler,Rice,East,133.91,4.7,Urea
Silt,6.42,43.32,0.44,0.44,65,37,40,10.0,32.65,981.05,Cotton,Vegetative,Rabi,Sprinkler,Rice,East,234.39,6.34,NPK
Silt,5.28,21.88,0.72,1.19,124,32,44,21.43,84.46,884.79,Cotton,Vegetative,Zaid,Canal,Wheat,South,164.35,2.11,SSP
Sandy,5.48,30.46,0.88,1.7,95,18,104,31.72,62.06,1612.24,Maize,Harvest,Zaid,Drip,Tomato,South,190.22,4.63,SSP
Loamy,7.66,31.29,1.04,2.51,82,79,52,29.05,76.53,2372.3,Cotton,Harvest,Kharif,Drip,Wheat,Central,130.67,5.78,Zinc Sulphate
Clay,7.47,34.52,0.79,0.15,21,32,16,24.57,67.87,1886.3,Maize,Vegetative,Kharif,Drip,Tomato,East,246.26,1.18,NPK
Sandy,6.75,58.83,1.26,0.9,44,73,73,28.63,71.81,688.58,Maize,Harvest,Rabi,Drip,Rice,North,161.55,3.93,Urea
Loamy,6.41,23.74,0.26,1.91,32,53,68,12.13,58.68,1106.48,Maize,Sowing,Kharif,Drip,Rice,North,167.88,5.26,Compost
Clay,7.12,33.83,0.81,1.96,54,26,36,31.35,57.44,200.0,Wheat,Sowing,Rabi,Rainfed,Sugarcane,North,191.78,4.53,NPK
Clay,5.36,22.02,0.92,1.59,38,35,45,24.42,74.77,1697.24,Rice,Sowing,Kharif,Sprinkler,Sugarcane,East,235.56,5.45,NPK
Loamy,7.57,20.86,0.75,2.09,141,68,101,33.01,49.81,1210.08,Rice,Flowering,Kharif,Canal,Rice,South,203.02,2.13,Zinc Sulphate
Silt,6.09,50.27,0.78,2.5,140,53,15,27.78,71.19,1296.88,Tomato,Flowering,Zaid,Canal,Maize,North,107.61,2.42,Compost
Silt,5.81,19.69,0.64,0.15,47,30,86,31.05,56.27,943.2,Cotton,Flowering,Zaid,Rainfed,Tomato,West,120.21,5.67,DAP
Clay,8.0,26.07,0.53,1.49,30,69,57,13.29,52.67,1059.86,Rice,Vegetative,Rabi,Canal,Potato,South,102.02,1.78,Urea
Sandy,5.88,37.35,0.27,0.85,118,30,67,29.28,71.03,1672.12,Cotton,Harvest,Kharif,Canal,Rice,South,300.0,3.18,SSP
Silt,6.23,40.05,0.87,1.91,62,12,12,39.65,57.06,2287.42,Sugarcane,Vegetative,Rabi,Rainfed,Maize,Central,106.96,3.63,NPK
Loamy,7.77,11.93,0.93,1.68,104,73,91,25.61,89.03,1423.89,Cotton,Vegetative,Zaid,Canal,Maize,West,291.09,3.82,Zinc Sulphate
Silt,7.31,17.79,1.02,0.54,23,70,53,28.29,59.27,623.96,Maize,Vegetative,Zaid,Rainfed,Sugarcane,West,177.92,8.0,Urea
Sandy,8.01,39.88,0.71,2.83,118,50,72,22.14,74.11,2213.09,Potato,Harvest,Kharif,Sprinkler,Maize,Central,158.85,5.37,Zinc Sulphate
Clay,8.13,23.39,0.74,2.48,54,28,70,24.37,32.31,2669.59,Rice,Sowing,Kharif,Rainfed,Potato,West,178.52,5.23,DAP
Loamy,5.85,25.69,0.68,1.31,38,11,36,24.17,56.43,1911.93,Tomato,Harvest,Kharif,Sprinkler,Cotton,West,118.71,5.7,NPK
Clay,5.17,14.28,1.25,0.93,23,31,96,25.33,72.51,1874.4,Maize,Sowing,Kharif,Sprinkler,Maize,North,166.43,3.8,DAP
Loamy,6.21,42.27,0.24,1.61,47,31,50,27.84,32.05,604.8,Sugarcane,Vegetative,Rabi,Canal,Maize,North,107.27,6.46,NPK
Sandy,4.91,30.05,0.2,2.51,124,81,112,36.46,83.69,2101.48,Cotton,Harvest,Rabi,Drip,Potato,North,239.29,6.78,Compost
Clay,6.49,40.39,1.08,1.88,66,18,107,31.64,70.38,2207.0,Sugarcane,Sowing,Rabi,Canal,Potato,South,115.96,5.6,SSP
Clay,7.71,45.11,0.97,1.8,141,69,94,19.29,80.69,1555.34,Potato,Sowing,Kharif,Canal,Rice,South,218.37,2.01,Zinc Sulphate
Clay,6.96,27.96,0.67,2.36,90,43,19,35.53,48.41,2298.91,Tomato,Flowering,Rabi,Drip,Rice,South,165.26,2.92,MOP
Loamy,6.05,39.12,0.96,1.57,59,59,52,30.12,88.49,2004.2,Wheat,Flowering,Rabi,Canal,Maize,West,197.57,2.54,Urea
Clay,5.17,27.23,1.31,1.59,141,15,85,16.97,48.16,540.82,Potato,Vegetative,Kharif,Canal,Maize,East,220.82,5.73,DAP
Loamy,7.73,16.93,1.38,2.76,54,82,25,28.08,49.13,2836.82,Sugarcane,Vegetative,Zaid,Rainfed,Tomato,East,149.13,2.19,Urea
Clay,7.69,46.09,1.19,1.73,61,17,108,12.88,49.16,1823.79,Tomato,Harvest,Kharif,Sprinkler,Cotton,East,246.33,3.57,NPK
Silt,6.59,48.92,0.53,1.37,38,17,91,17.82,48.56,1626.65,Maize,Sowing,Kharif,Rainfed,Wheat,South,197.48,1.69,DAP
Loamy,7.27,32.42,0.58,2.58,22,36,28,30.42,41.32,946.96,Wheat,Vegetative,Zaid,Drip,Sugarcane,South,66.6,2.99,NPK
Clay,6.34,41.75,0.2,0.1,44,34,94,31.2,57.88,514.09,Cotton,Harvest,Rabi,Drip,Maize,East,239.08,1.0,Compost
Clay,8.07,56.32,0.34,1.67,34,26,57,25.61,37.89,2404.71,Sugarcane,Sowing,Kharif,Sprinkler,Maize,West,117.15,5.59,Urea
Sandy,6.15,14.32,0.66,0.89,42,31,33,26.11,90.0,1984.66,Potato,Sowing,Zaid,Drip,Potato,South,50.0,6.45,NPK
Loamy,7.01,36.59,0.28,1.85,74,18,26,23.21,84.55,200.0,Wheat,Flowering,Kharif,Canal,Tomato,South,138.94,4.93,NPK
Loamy,7.12,10.0,1.42,1.96,138,56,16,29.72,74.04,2369.4,Sugarcane,Flowering,Rabi,Drip,Maize,North,84.18,3.4,MOP
Sandy,6.0,25.07,0.26,2.94,56,27,93,25.53,46.25,1503.5,Rice,Vegetative,Kharif,Sprinkler,Wheat,South,168.12,5.13,Compost
Loamy,4.81,20.84,0.65,1.27,109,30,76,33.41,48.73,1835.32,Maize,Vegetative,Kharif,Drip,Wheat,East,200.53,2.44,SSP
Loamy,7.21,50.78,0.59,1.83,77,48,16,22.41,60.44,1744.47,Tomato,Flowering,Zaid,Rainfed,Maize,East,217.94,5.16,MOP
Sandy,6.46,44.72,0.48,2.92,39,19,51,18.85,64.33,879.49,Sugarcane,Sowing,Rabi,Canal,Rice,South,235.77,2.22,DAP
Loamy,8.08,36.27,0.45,1.27,35,58,31,30.87,78.89,545.37,Tomato,Vegetative,Rabi,Rainfed,Cotton,North,76.5,5.1,Compost
Silt,7.36,50.78,1.17,0.95,27,13,49,28.27,67.65,1509.6,Maize,Vegetative,Zaid,Sprinkler,Wheat,East,138.6,5.13,Urea
Sandy,6.87,32.45,0.5,2.61,45,73,90,20.44,32.01,1352.61,Wheat,Harvest,Kharif,Canal,Tomato,Central,130.82,1.0,Zinc Sulphate
Silt,5.91,50.15,0.66,0.71,21,25,48,34.04,72.06,2012.62,Potato,Sowing,Zaid,Drip,Maize,North,224.77,6.0,DAP
Silt,4.53,58.18,0.28,1.01,63,32,109,30.95,50.89,1222.26,Sugarcane,Flowering,Zaid,Drip,Rice,West,238.25,2.61,DAP
Clay,4.5,30.57,0.82,2.79,126,12,100,37.56,36.49,3000.0,Cotton,Sowing,Kharif,Drip,Wheat,Central,235.19,2.71,SSP
Loamy,8.02,41.97,1.09,2.49,86,59,83,16.66,30.0,1404.45,Rice,Vegetative,Zaid,Canal,Tomato,North,259.68,7.58,Zinc Sulphate
Silt,6.37,13.82,0.46,1.46,98,61,105,36.29,50.05,1983.18,Cotton,Sowing,Kharif,Drip,Cotton,West,124.62,3.19,Compost
Silt,6.97,27.48,0.8,0.97,23,79,63,27.27,69.28,2497.62,Cotton,Sowing,Kharif,Sprinkler,Rice,West,214.11,4.98,Urea
Loamy,7.88,39.19,0.3,0.55,141,63,100,30.86,54.32,2145.54,Potato,Vegetative,Rabi,Canal,Maize,West,215.88,2.97,Zinc Sulphate
Sandy,5.99,33.06,0.91,1.45,34,12,113,25.09,70.06,1463.08,Cotton,Sowing,Kharif,Rainfed,Wheat,Central,238.96,5.31,DAP
Clay,8.5,34.76,1.26,1.69,117,78,75,27.71,51.41,2325.6,Cotton,Harvest,Kharif,Drip,Cotton,North,199.36,5.05,Zinc Sulphate
Clay,8.48,26.85,0.9,2.51,109,66,92,27.13,52.71,1180.35,Maize,Flowering,Kharif,Drip,Sugarcane,South,123.71,3.91,Zinc Sulphate
Clay,8.06,23.48,1.1,0.56,127,65,105,11.86,56.52,2863.67,Rice,Vegetative,Kharif,Sprinkler,Cotton,East,276.79,1.92,Zinc Sulphate
Loamy,6.85,26.47,0.34,0.71,29,59,93,29.07,35.03,623.95,Sugarcane,Sowing,Rabi,Canal,Rice,South,133.8,5.02,Compost
Sandy,6.01,43.91,1.25,1.95,44,21,17,20.16,48.73,2684.18,Potato,Vegetative,Rabi,Canal,Potato,West,166.36,5.61,NPK
Sandy,6.89,23.63,0.23,1.0,84,17,42,26.13,45.54,2496.31,Sugarcane,Harvest,Zaid,Sprinkler,Tomato,North,181.51,4.76,Compost
Sandy,5.09,27.29,0.45,0.68,83,33,102,38.5,38.17,997.21,Sugarcane,Sowing,Kharif,Rainfed,Tomato,East,142.87,3.91,SSP
Clay,6.68,23.22,0.59,1.41,44,87,66,31.17,70.6,2028.75,Potato,Vegetative,Rabi,Canal,Wheat,West,190.09,4.98,Urea
Sandy,7.56,16.1,0.93,1.25,33,11,44,26.62,51.43,2840.3,Sugarcane,Sowing,Rabi,Drip,Potato,South,276.98,1.0,DAP
Sandy,7.2,45.57,0.55,0.8,21,28,29,32.59,77.79,1928.4,Maize,Vegetative,Zaid,Sprinkler,Wheat,South,300.0,5.28,NPK
Sandy,6.19,24.88,1.37,1.8,49,32,85,29.46,43.86,519.64,Tomato,Sowing,Rabi,Canal,Wheat,West,107.23,3.83,DAP
Silt,6.82,21.77,0.33,2.12,133,51,84,18.39,49.23,1579.9,Rice,Vegetative,Rabi,Rainfed,Sugarcane,West,176.53,5.02,Compost
Silt,6.43,13.65,0.5,1.19,44,39,12,25.07,51.91,1098.29,Wheat,Harvest,Zaid,Rainfed,Maize,West,148.4,5.8,NPK
Silt,7.81,32.5,1.36,0.1,61,72,116,32.11,85.26,2169.85,Rice,Harvest,Kharif,Canal,Tomato,East,90.06,4.39,Zinc Sulphate
Silt,6.79,23.78,1.28,1.04,139,49,91,30.19,42.75,2394.5,Cotton,Harvest,Zaid,Rainfed,Rice,North,127.5,7.42,Urea
Clay,6.57,18.05,0.9,1.81,32,36,21,29.0,56.11,1849.27,Sugarcane,Flowering,Zaid,Rainfed,Sugarcane,West,296.39,8.0,NPK
Sandy,7.68,38.55,0.49,0.47,60,15,109,27.44,55.45,1565.95,Cotton,Vegetative,Rabi,Drip,Wheat,South,127.12,5.3,DAP
Loamy,6.89,23.82,0.8,0.1,30,28,16,18.7,56.86,1492.62,Potato,Sowing,Zaid,Canal,Cotton,North,203.05,4.7,NPK
Loamy,6.09,33.72,0.91,1.78,105,88,27,20.38,50.37,1634.47,Maize,Flowering,Zaid,Sprinkler,Cotton,South,163.93,3.42,MOP
Sandy,7.75,20.57,0.26,1.34,82,40,11,30.76,61.32,3000.0,Wheat,Vegetative,Zaid,Sprinkler,Wheat,East,147.5,1.33,Compost
Loamy,8.08,36.88,0.74,0.1,95,77,95,23.12,77.09,830.91,Potato,Flowering,Kharif,Drip,Sugarcane,North,96.6,3.44,Zinc Sulphate
Sandy,6.47,10.0,0.24,1.57,150,83,88,37.5,38.48,1403.79,Potato,Flowering,Kharif,Drip,Rice,East,104.28,6.52,Compost
Sandy,5.61,30.4,1.14,2.26,62,12,40,32.52,57.8,2324.2,Sugarcane,Sowing,Zaid,Canal,Rice,Central,130.4,2.47,SSP
Silt,7.47,60.0,0.76,1.15,110,81,74,33.45,73.26,1998.25,Wheat,Vegetative,Rabi,Drip,Sugarcane,South,168.25,1.82,Zinc Sulphate
Silt,7.99,51.36,0.83,2.16,126,41,88,24.83,77.62,1292.49,Wheat,Flowering,Rabi,Rainfed,Wheat,South,190.32,1.2,Zinc Sulphate
Sandy,5.99,24.51,1.21,0.96,129,51,21,33.02,75.55,1324.53,Potato,Harvest,Kharif,Sprinkler,Tomato,East,295.56,5.05,MOP
Clay,6.62,17.84,0.31,1.08,24,54,73,31.06,86.93,200.0,Rice,Sowing,Zaid,Canal,Potato,East,125.71,2.89,Compost
Silt,6.55,25.27,0.37,2.27,38,88,39,28.01,58.27,2063.49,Wheat,Sowing,Rabi,Canal,Cotton,East,150.39,5.78,NPK
Loamy,5.34,23.33,0.3,1.21,102,72,82,30.69,60.84,2266.2,Sugarcane,Sowing,Kharif,Rainfed,Cotton,West,215.5,1.47,Compost
Sandy,6.85,57.64,0.78,2.16,32,14,50,36.96,43.45,1790.95,Cotton,Sowing,Zaid,Sprinkler,Rice,South,174.81,2.79,DAP
Sandy,6.56,40.34,1.37,1.28,46,80,108,20.86,89.93,420.98,Wheat,Flowering,Kharif,Rainfed,Tomato,South,117.81,2.14,Urea
Loamy,7.94,45.68,1.3,0.96,119,83,13,20.74,90.0,1180.05,Potato,Vegetative,Rabi,Canal,Tomato,South,141.65,1.07,MOP
Clay,6.52,36.48,1.22,0.1,55,58,114,22.06,69.23,1535.65,Wheat,Harvest,Zaid,Canal,Cotton,South,50.0,1.09,Urea
Clay,6.62,17.09,0.43,0.79,101,31,31,20.78,84.87,962.53,Maize,Flowering,Rabi,Drip,Potato,East,196.68,3.75,Compost
Clay,7.09,22.18,0.34,1.67,149,82,65,26.19,58.13,2252.7,Sugarcane,Vegetative,Zaid,Canal,Wheat,North,50.0,7.55,Compost
Silt,7.41,32.65,1.19,0.85,30,57,97,33.75,82.56,1528.94,Tomato,Vegetative,Rabi,Rainfed,Maize,South,177.88,4.75,Urea
Loamy,5.0,38.14,0.46,1.82,32,61,82,28.32,56.32,2261.56,Wheat,Vegetative,Kharif,Rainfed,Potato,East,169.63,5.34,Urea
Clay,7.83,12.55,0.77,0.74,114,85,82,34.24,60.22,915.38,Rice,Flowering,Zaid,Sprinkler,Sugarcane,Central,227.32,3.89,Zinc Sulphate
Silt,7.91,15.79,0.62,2.8,71,88,43,27.82,35.6,2665.93,Maize,Vegetative,Kharif,Drip,Potato,South,104.29,5.2,Zinc Sulphate
Silt,7.97,24.57,0.77,2.83,20,38,100,19.93,34.4,2352.38,Potato,Harvest,Rabi,Sprinkler,Potato,Central,92.92,1.48,Urea
Silt,7.15,17.05,0.33,1.06,35,60,37,16.72,52.46,1343.89,Rice,Sowing,Kharif,Rainfed,Tomato,North,269.57,1.0,Compost
Silt,6.79,52.72,1.11,0.43,132,65,40,24.02,69.11,510.01,Tomato,Vegetative,Kharif,Sprinkler,Potato,South,216.56,5.06,MOP
Clay,7.73,10.0,0.29,1.37,143,64,67,40.0,43.87,2274.05,Rice,Harvest,Kharif,Drip,Wheat,East,153.32,5.32,Compost
Silt,5.01,59.06,0.79,2.98,98,29,55,20.04,60.54,1898.27,Tomato,Sowing,Kharif,Drip,Tomato,Central,113.03,7.14,DAP
